supervoxel_id	root_id	pos_x	pos_y	pos_z	soma_x	soma_y	soma_z	nucleus_id	flow	super_class	cell_class	cell_sub_class	supertype	cell_type	hemibrain_type	ito_lee_hemilineage	hartenstein_hemilineage	top_nt	top_nt_conf	known_nt	known_nt_source	side	nerve	vfb_id	fbbt_id	status	dimorphism	matching_notes	fru_dsx	synonyms
76495773193478213	720575940608324274	85896.0	79504.0	3745.0	85896.0	79504.0	3745.0	1951353.0	intrinsic	optic	ME	tangential		Sm20				acetylcholine	0.8835387199797755			left		fw060696			isomorphic			
81632348055261748	720575940644576456	160344.0	75040.0	4758.0	160344.0	75040.0	4758.0	6921432.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6222897726470935			right		fw060713			isomorphic			
77691286131579857	720575940626338381	102624.0	68624.0	5287.0	102624.0	68624.0	5287.0	2577471.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6326618679006839			left		fw060728			isomorphic			
81772673226588325	720575940626805054	162104.0	69168.0	4648.0	162104.0	69168.0	4648.0	6893327.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6160666363820924			right		fw060736			isomorphic			
83180460561316257	720575940609781858	183080.0	75376.0	5740.0	183080.0	75376.0	5740.0	7710969.0	intrinsic	optic	LOP>LO			Tlp14				glutamate	0.6548523024710244	glutamate	Nern et al., 2024 (EASI-FISH)	right		fw060751			isomorphic			
77480660935734478	720575940639909565	99992.0	75696.0	5550.0	99992.0	75696.0	5550.0	2701328.0	intrinsic	optic	LOP>LO			Tlp14				gaba	0.4390823459933474	glutamate	Nern et al., 2024 (EASI-FISH)	left		fw060768			isomorphic			
81702579360650561	720575940638792937	161360.0	73264.0	4901.0	161360.0	73264.0	4901.0	6892908.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6005144488315128			right		fw060783			isomorphic			
81702510641270567	720575940633912749	161640.0	72168.0	4958.0	161640.0	72168.0	4958.0	6893070.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.5293842830349522			right		fw060787			isomorphic			
77620642509592777	720575940631507449	101368.0	65104.0	5348.0	101368.0	65104.0	5348.0	2538236.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6387862676723944			left		fw060791			isomorphic			
76354485882570321	720575940631407045	83616.0	72184.0	3495.0	83616.0	72184.0	3495.0	1938593.0	intrinsic	optic	ME	tangential		Sm20				acetylcholine	0.7955927021019961			left		fw060792			isomorphic			
77691354851064876	720575940620598081	102816.0	69944.0	5291.0	102816.0	69944.0	5291.0	2577681.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.5898445361910494			left		fw060820			isomorphic			
81772741879553056	720575940632465962	162120.0	69976.0	4596.0	162120.0	69976.0	4596.0	6893358.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6324635332312633			right		fw060864			isomorphic			
82827105011936184	720575940632262227	177512.0	52288.0	5734.0	177512.0	52288.0	5734.0	7407000.0	intrinsic	optic	LOP>ME.LO			Tlp14				glutamate	0.5555513522596088	glutamate	Nern et al., 2024 (EASI-FISH)	right		fw060892			isomorphic			
77550342484867185	720575940620587435	101248.0	66088.0	5360.0	101248.0	66088.0	5360.0	2576702.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.662150125578332			left		fw060918			isomorphic			
81842973184412355	720575940633521316	163280.0	68080.0	4296.0	163280.0	68080.0	4296.0	6893849.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.593485986506584			right		fw060924			isomorphic			
81561704433414847	720575940625651849	159536.0	71032.0	4930.0	159536.0	71032.0	4930.0	6891997.0	intrinsic	optic	LO>ME			LMa1				glutamate	0.5711407701541131			right		fw060942			isomorphic			
76636510681976384	720575940639048794	87000.0	79584.0	3884.0	87000.0	79584.0	3884.0	1951779.0	intrinsic	optic	ME	tangential		Sm20				acetylcholine	0.8273056420278541			left		fw060948			isomorphic			
81632073110699383	720575940621590208	160120.0	70576.0	4569.0	160120.0	70576.0	4569.0	6892157.0	intrinsic	optic	LO>ME			LMa1				glutamate	0.6438863130782072			right		fw060953			isomorphic			
81702510641019283	720575940633209228	160696.0	72096.0	4774.0	160696.0	72096.0	4774.0	6892426.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.601355687571507			right		fw060958			isomorphic			
81702510640928368	720575940612477589	160944.0	71768.0	4710.0	160944.0	71768.0	4710.0	6892570.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6169645392961781			right		fw060971			isomorphic			
77691354783900215	720575940630625406	102696.0	69448.0	4750.0	102696.0	69448.0	4750.0	2574909.0	intrinsic	optic	LO>ME			LMa1				glutamate	0.6449348886971613			left		fw060977			isomorphic			
81772673226746457	720575940610238659	162184.0	69120.0	4757.0	162184.0	69120.0	4757.0	6893429.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6271934614827381			right		fw060998			isomorphic			
77550273765479243	720575940627890206	101104.0	64480.0	5403.0	101104.0	64480.0	5403.0	2538202.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.6037912684665828			left		fw061007			isomorphic			
77620779948772625	720575940630463610	102168.0	66280.0	5524.0	102168.0	66280.0	5524.0	2577118.0	intrinsic	optic	LO>ME	tangential		LMt2				glutamate	0.618254485731512			left		fw061019			isomorphic			
77269417331379670	720575940621041600	96808.0	74248.0	6054.0	96808.0	74248.0	6054.0	2145909.0	intrinsic	optic	LOP>ME.LO			Tlp14				glutamate	0.46000903394756726	glutamate	Nern et al., 2024 (EASI-FISH)	left		fw061039			isomorphic			
