focus_group,n_sources,n_targets,n_an_in_graph,metric,statistic,actual_value,null_mean,null_std,z_score,percentile_vs_null,p_greater,p_less,p_two_sided,n_focus_available,n_focus_tested,n_null_pool,n_permutations,match_metric,seed,alpha,claim_status,q_greater_bh,significant_greater_bh,q_two_sided_bh,significant_two_sided_bh
AN,10,85,2078,source_target_betweenness,mean,3.854510027888334e-13,3.8982438916662975e-12,2.8775953139219896e-12,-1.2207390218778673,1.0,0.9900497512437811,0.014925373134328358,0.029850746268656716,2078,2078,28690,200,total_strength,7,0.05,not_interpretable_as_neuroscience,1.0,False,0.029850746268656716,True
AN,10,85,2078,source_target_betweenness,sum,8.009671837951958e-10,8.100550806882566e-09,5.979643062329894e-09,-1.2207390218778675,1.0,0.9900497512437811,0.014925373134328358,0.029850746268656716,2078,2078,28690,200,total_strength,7,0.05,not_interpretable_as_neuroscience,1.0,False,0.029850746268656716,True
AN,10,85,2078,total_strength,mean,660.3840230991337,767.1887030798845,21.643214584420576,-4.934788201824321,0.0,1.0,0.004975124378109453,0.009950248756218905,2078,2078,28690,200,total_strength,7,0.05,not_interpretable_as_neuroscience,1.0,False,0.01990049751243781,True
AN,10,85,2078,total_strength,sum,1372278.0,1594218.125,44974.59990642597,-4.934788201824319,0.0,1.0,0.004975124378109453,0.009950248756218905,2078,2078,28690,200,total_strength,7,0.05,not_interpretable_as_neuroscience,1.0,False,0.01990049751243781,True
