source_id,intermediate_id,motor_id,source_to_intermediate_weight,intermediate_to_motor_weight,intermediate_activity,delta_hz,motif_type,intermediate_nt
720575940630233916,720575940620031366,720575940627410451,1.0,-5.0,2.0,10.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940620031366,720575940627410451,1.0,-5.0,2.0,10.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940640649691,720575940621538142,720575940633185567,1.0,-10.0,1.0,10.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940610679876,1.0,-10.0,1.0,10.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940613935535,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940613935535,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940613935535,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940613935535,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940618165019,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940618165019,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940618165019,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940618165019,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940628998659,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940628998659,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940628998659,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940628998659,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940630233404,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940630233404,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940630233404,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940630233404,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940632281927,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940632281927,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940632281927,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940632281927,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616018956,720575940633185567,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940616018956,720575940633185567,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940616018956,720575940633185567,2.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616018956,720575940633185567,3.0,-1.0,9.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940625612474,1.0,-9.0,1.0,9.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616864217,720575940637662697,1.0,-2.0,4.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616864217,720575940637662697,3.0,-2.0,4.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940618600246,1.0,-8.0,1.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940627410451,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940627410451,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940629810748,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940629810748,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940623415849,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940623415849,1.0,-4.0,2.0,8.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940610679876,1.0,-7.0,1.0,7.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940620031366,720575940614734754,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940620031366,720575940614734754,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940621502051,720575940621771041,720575940629561347,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940629561347,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940628826128,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940628826128,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940629470838,720575940625799513,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940629470838,720575940625799513,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940630159616,720575940620025620,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940630159616,720575940620025620,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940637568838,720575940630159616,720575940620025620,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940630159616,720575940620025620,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940630159616,720575940630233404,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940630159616,720575940630233404,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940637568838,720575940630159616,720575940630233404,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940630159616,720575940630233404,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940630159616,720575940632281927,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940630159616,720575940632281927,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940637568838,720575940630159616,720575940632281927,2.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940630159616,720575940632281927,1.0,-1.0,6.0,6.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940631092943,720575940630233404,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940638202345,720575940631092943,720575940630233404,1.0,-3.0,2.0,6.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940640649691,720575940621538142,720575940623352063,1.0,-5.0,1.0,5.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940628826128,1.0,-5.0,1.0,5.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940629810748,1.0,-5.0,1.0,5.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940617000768,720575940616864217,720575940636165624,1.0,-1.0,4.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940616864217,720575940636165624,3.0,-1.0,4.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940621586854,1.0,-4.0,1.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940607193986,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940607193986,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940618600246,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940618600246,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940629936348,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940629936348,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940630865724,1.0,-4.0,1.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940631092943,720575940618165019,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940638202345,720575940631092943,720575940618165019,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630233916,720575940631092943,720575940622810153,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940638202345,720575940631092943,720575940622810153,1.0,-2.0,2.0,4.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940621502051,720575940644666148,720575940624967612,1.0,-4.0,1.0,4.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940609939780,720575940628998659,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940611549902,720575940630233404,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940626939737,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940614386070,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940623008659,720575940629561347,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940623008659,720575940629561347,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940623008659,720575940629561347,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940623008659,720575940629810748,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940623008659,720575940629810748,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940623008659,720575940629810748,1.0,-1.0,3.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940613935535,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940614734754,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940613935535,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940627410451,1.0,-3.0,1.0,3.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940620031366,720575940628998659,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940620031366,720575940628998659,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940640649691,720575940621538142,720575940614734754,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940623390246,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940630580854,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940614386070,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940614386070,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940621771041,720575940630865724,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621771041,720575940630865724,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940614386070,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940614386070,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940623352063,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940623352063,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940623390246,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940623390246,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940628998659,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940628998659,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940622235425,720575940633185567,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940622235425,720575940633185567,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940618600246,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940623390246,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940629470838,720575940621169690,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940629470838,720575940621169690,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630233916,720575940629470838,720575940623390246,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940629470838,720575940623390246,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630233916,720575940629470838,720575940626939737,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940630797113,720575940629470838,720575940626939737,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940640649691,720575940629564688,720575940628997123,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630233916,720575940631092943,720575940629778554,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940638202345,720575940631092943,720575940629778554,1.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,glutamate
720575940624963786,720575940632030008,720575940607193986,1.0,-2.0,1.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940633065901,720575940622810153,2.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940632889389,720575940633065901,720575940645527918,2.0,-1.0,2.0,2.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940611549902,720575940632304711,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940638202345,720575940611549902,720575940636165624,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940614734754,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940623415849,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940627410451,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940630233404,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940630797113,720575940620359956,720575940630580854,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940617403622,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940621538142,720575940626939737,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940628826128,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621754367,720575940625861660,720575940628998659,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940626939737,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940629810748,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940630233404,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940640649691,720575940629564688,720575940660219265,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940614734754,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940628826128,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940629936348,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940630580854,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940624963786,720575940632030008,720575940660219265,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940644666148,720575940632304711,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
720575940621502051,720575940644666148,720575940645527918,1.0,-1.0,1.0,1.0,sensory_excites_inhibitor_inhibits_motor,gaba
