group,perm_index,delta_hz,n_silenced,n_trials_per_sim,seed
AN,1,-54.2,2078,5,42
AN,2,-258.4,2078,5,42
AN,3,-164.4,2078,5,42
AN,4,67.2,2078,5,42
AN,5,-269.6,2078,5,42
AN,6,308.2,2078,5,42
AN,7,13.2,2078,5,42
AN,8,35.8,2078,5,42
AN,9,17.2,2078,5,42
AN,10,-105.6,2078,5,42
AN,11,24.4,2078,5,42
AN,12,8.6,2078,5,42
AN,13,99.8,2078,5,42
AN,14,-213.2,2078,5,42
AN,15,98.4,2078,5,42
AN,16,28.6,2078,5,42
AN,17,-248.6,2078,5,42
AN,18,30.8,2078,5,42
AN,19,25.8,2078,5,42
AN,20,100.4,2078,5,42
